"Year","Cluster","Indicator","Province","Area Council","Unit","Value"
2025,"Energy","Low Voltage Poles Support","Malampa","Paama","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Port Vila","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Vermali","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Vermaul","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Varisu","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","South Epi","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","North Tongoa","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Makimae","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Tongariki","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Nguna","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Emau","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Malorua","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","North Efate","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Mele","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Tanvasoko","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Ifira","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Pango","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Erakor","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Eratap","number",0.2
2025,"Energy","Low Voltage Poles Support","Shefa","Eton","number",0.2
2025,"Energy","Low Voltage Poles Support","Tafea","North Erromango","number",0.2
2025,"Energy","Low Voltage Poles Support","Tafea","South Erromango","number",0.2
2025,"Energy","Low Voltage Poles Support","Tafea","Aniwa","number",0.2
2025,"Energy","Low Voltage Poles Support","Tafea","North Tanna","number",0.2
2025,"Energy","Low Voltage Poles Support","Tafea","West Tanna","number",0.2
2025,"Energy","Low Voltage Poles Support","Tafea","Middle Bush Tanna","number",0.2
2025,"Energy","Low Voltage Poles Support","Tafea","South West Tanna","number",0.2
2025,"Energy","Low Voltage Poles Support","Tafea","Whitesands","number",0.2
2025,"Energy","Low Voltage Poles Support","Tafea","South Tanna","number",0.2
2025,"Energy","Low Voltage Poles Support","Tafea","Futuna","number",0.2
2025,"Energy","Low Voltage Poles Support","Tafea","Aneityum","number",0.2
2025,"Energy","High Voltage Pole Support","Torba","Torres","number",0.2
2025,"Energy","High Voltage Pole Support","Torba","Ureparapara","number",0.2
2025,"Energy","High Voltage Pole Support","Torba","Motalava","number",0.2
2025,"Energy","High Voltage Pole Support","Torba","East Vanualava","number",0.2
2025,"Energy","High Voltage Pole Support","Torba","West Vanualava","number",0.2
2025,"Energy","High Voltage Pole Support","Torba","Mota","number",0.2
2025,"Energy","High Voltage Pole Support","Torba","East Gaua","number",0.2
2025,"Energy","High Voltage Pole Support","Torba","West Gaua","number",0.2
2025,"Energy","High Voltage Pole Support","Torba","Merelava","number",0.2
2025,"Energy","High Voltage Pole Support","Sanma","Luganville","number",0.2
2025,"Energy","High Voltage Pole Support","Sanma","North West Santo","number",0.2
2025,"Energy","High Voltage Pole Support","Sanma","Big Bay Coast","number",0.2
2025,"Energy","High Voltage Pole Support","Sanma","Big Bay Inland","number",0.2
2025,"Energy","High Voltage Pole Support","Sanma","West Santo","number",0.2
2025,"Energy","High Voltage Pole Support","Sanma","South Santo 1","number",0.2
2025,"Energy","High Voltage Pole Support","Sanma","South Santo 2","number",0.2
2025,"Energy","High Voltage Pole Support","Sanma","East Santo","number",0.2
2025,"Energy","High Voltage Pole Support","Sanma","South East Santo","number",0.2
2025,"Energy","High Voltage Pole Support","Sanma","Canal Fanafo","number",0.2
2025,"Energy","High Voltage Pole Support","Sanma","West Malo","number",0.2
2025,"Energy","High Voltage Pole Support","Sanma","East Malo","number",0.2
2025,"Energy","High Voltage Pole Support","Penama","West Ambae","number",0.2
2025,"Energy","High Voltage Pole Support","Penama","North Ambae","number",0.2
2025,"Energy","High Voltage Pole Support","Penama","East Ambae","number",0.2
2025,"Energy","High Voltage Pole Support","Penama","South Ambae","number",0.2
2025,"Energy","High Voltage Pole Support","Penama","North Maewo","number",0.2
2025,"Energy","High Voltage Pole Support","Penama","South Maewo","number",0.2
2025,"Energy","High Voltage Pole Support","Penama","North Pentecost","number",0.2
2025,"Energy","High Voltage Pole Support","Penama","Central Pentecost 1","number",0.2
2025,"Energy","High Voltage Pole Support","Penama","Central Pentecost 2","number",0.2
2025,"Energy","High Voltage Pole Support","Penama","South Pentecost","number",0.2
2025,"Energy","High Voltage Pole Support","Malampa","North West Malekula","number",0.2
2025,"Energy","High Voltage Pole Support","Malampa","North East Malekula","number",0.2
2025,"Energy","High Voltage Pole Support","Malampa","Central Malekula","number",0.2
2025,"Energy","High Voltage Pole Support","Malampa","South West Malekula","number",0.2
2025,"Energy","High Voltage Pole Support","Malampa","South East Malekula","number",0.2
2025,"Energy","High Voltage Pole Support","Malampa","South Malekula","number",0.2
2025,"Energy","High Voltage Pole Support","Malampa","North Ambrym","number",0.2
2025,"Energy","High Voltage Pole Support","Malampa","West Ambrym","number",0.2
2025,"Energy","High Voltage Pole Support","Malampa","South East Ambrym","number",0.2
2025,"Energy","High Voltage Pole Support","Malampa","Paama","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Port Vila","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Vermali","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Vermaul","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Varisu","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","South Epi","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","North Tongoa","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Makimae","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Tongariki","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Nguna","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Emau","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Malorua","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","North Efate","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Mele","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Tanvasoko","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Ifira","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Pango","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Erakor","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Eratap","number",0.2
2025,"Energy","High Voltage Pole Support","Shefa","Eton","number",0.2
2025,"Energy","High Voltage Pole Support","Tafea","North Erromango","number",0.2
2025,"Energy","High Voltage Pole Support","Tafea","South Erromango","number",0.2
2025,"Energy","High Voltage Pole Support","Tafea","Aniwa","number",0.2
2025,"Energy","High Voltage Pole Support","Tafea","North Tanna","number",0.2
2025,"Energy","High Voltage Pole Support","Tafea","West Tanna","number",0.2
2025,"Energy","High Voltage Pole Support","Tafea","Middle Bush Tanna","number",0.2
2025,"Energy","High Voltage Pole Support","Tafea","South West Tanna","number",0.2
2025,"Energy","High Voltage Pole Support","Tafea","Whitesands","number",0.2
2025,"Energy","High Voltage Pole Support","Tafea","South Tanna","number",0.2
2025,"Energy","High Voltage Pole Support","Tafea","Futuna","number",0.2
2025,"Energy","High Voltage Pole Support","Tafea","Aneityum","number",0.2
2025,"Energy","Power Line Cable","Torba","Torres","metre",100
2025,"Energy","Power Line Cable","Torba","Ureparapara","metre",100
2025,"Energy","Power Line Cable","Torba","Motalava","metre",100
2025,"Energy","Power Line Cable","Torba","East Vanualava","metre",100
2025,"Energy","Power Line Cable","Torba","West Vanualava","metre",100
2025,"Energy","Power Line Cable","Torba","Mota","metre",100
2025,"Energy","Power Line Cable","Torba","East Gaua","metre",100
2025,"Energy","Power Line Cable","Torba","West Gaua","metre",100
2025,"Energy","Power Line Cable","Torba","Merelava","metre",100
2025,"Energy","Power Line Cable","Sanma","Luganville","metre",100
2025,"Energy","Power Line Cable","Sanma","North West Santo","metre",100
2025,"Energy","Power Line Cable","Sanma","Big Bay Coast","metre",100
2025,"Energy","Power Line Cable","Sanma","Big Bay Inland","metre",100
2025,"Energy","Power Line Cable","Sanma","West Santo","metre",100
2025,"Energy","Power Line Cable","Sanma","South Santo 1","metre",100
2025,"Energy","Power Line Cable","Sanma","South Santo 2","metre",100
2025,"Energy","Power Line Cable","Sanma","East Santo","metre",100
2025,"Energy","Power Line Cable","Sanma","South East Santo","metre",100
2025,"Energy","Power Line Cable","Sanma","Canal Fanafo","metre",100
2025,"Energy","Power Line Cable","Sanma","West Malo","metre",100
2025,"Energy","Power Line Cable","Sanma","East Malo","metre",100
2025,"Energy","Power Line Cable","Penama","West Ambae","metre",100
2025,"Energy","Power Line Cable","Penama","North Ambae","metre",100
2025,"Energy","Power Line Cable","Penama","East Ambae","metre",100
2025,"Energy","Power Line Cable","Penama","South Ambae","metre",100
2025,"Energy","Power Line Cable","Penama","North Maewo","metre",100
2025,"Energy","Power Line Cable","Penama","South Maewo","metre",100
2025,"Energy","Power Line Cable","Penama","North Pentecost","metre",100
2025,"Energy","Power Line Cable","Penama","Central Pentecost 1","metre",100
2025,"Energy","Power Line Cable","Penama","Central Pentecost 2","metre",100
2025,"Energy","Power Line Cable","Penama","South Pentecost","metre",100
2025,"Energy","Power Line Cable","Malampa","North West Malekula","metre",100
2025,"Energy","Power Line Cable","Malampa","North East Malekula","metre",100
2025,"Energy","Power Line Cable","Malampa","Central Malekula","metre",100
2025,"Energy","Power Line Cable","Malampa","South West Malekula","metre",100
2025,"Energy","Power Line Cable","Malampa","South East Malekula","metre",100
2025,"Energy","Power Line Cable","Malampa","South Malekula","metre",100
2025,"Energy","Power Line Cable","Malampa","North Ambrym","metre",100
2025,"Energy","Power Line Cable","Malampa","West Ambrym","metre",100
2025,"Energy","Power Line Cable","Malampa","South East Ambrym","metre",100
2025,"Energy","Power Line Cable","Malampa","Paama","metre",100
2025,"Energy","Power Line Cable","Shefa","Port Vila","metre",100
2025,"Energy","Power Line Cable","Shefa","Vermali","metre",100
2025,"Energy","Power Line Cable","Shefa","Vermaul","metre",100
2025,"Energy","Power Line Cable","Shefa","Varisu","metre",100
2025,"Energy","Power Line Cable","Shefa","South Epi","metre",100
2025,"Energy","Power Line Cable","Shefa","North Tongoa","metre",100
2025,"Energy","Power Line Cable","Shefa","Makimae","metre",100
2025,"Energy","Power Line Cable","Shefa","Tongariki","metre",100
2025,"Energy","Power Line Cable","Shefa","Nguna","metre",100
2025,"Energy","Power Line Cable","Shefa","Emau","metre",100
2025,"Energy","Power Line Cable","Shefa","Malorua","metre",100
2025,"Energy","Power Line Cable","Shefa","North Efate","metre",100
2025,"Energy","Power Line Cable","Shefa","Mele","metre",100
2025,"Energy","Power Line Cable","Shefa","Tanvasoko","metre",100
2025,"Energy","Power Line Cable","Shefa","Ifira","metre",100
2025,"Energy","Power Line Cable","Shefa","Pango","metre",100
2025,"Energy","Power Line Cable","Shefa","Erakor","metre",100
2025,"Energy","Power Line Cable","Shefa","Eratap","metre",100
2025,"Energy","Power Line Cable","Shefa","Eton","metre",100
2025,"Energy","Power Line Cable","Tafea","North Erromango","metre",100
2025,"Energy","Power Line Cable","Tafea","South Erromango","metre",100
2025,"Energy","Power Line Cable","Tafea","Aniwa","metre",100
2025,"Energy","Power Line Cable","Tafea","North Tanna","metre",100
2025,"Energy","Power Line Cable","Tafea","West Tanna","metre",100
2025,"Energy","Power Line Cable","Tafea","Middle Bush Tanna","metre",100
2025,"Energy","Power Line Cable","Tafea","South West Tanna","metre",100
2025,"Energy","Power Line Cable","Tafea","Whitesands","metre",100
2025,"Energy","Power Line Cable","Tafea","South Tanna","metre",100
2025,"Energy","Power Line Cable","Tafea","Futuna","metre",100
2025,"Energy","Power Line Cable","Tafea","Aneityum","metre",100
2025,"Food Security","Island Cabbage Cuttings","Torba","Torres","number",20
2025,"Food Security","Island Cabbage Cuttings","Torba","Ureparapara","number",20
2025,"Food Security","Island Cabbage Cuttings","Torba","Motalava","number",20
2025,"Food Security","Island Cabbage Cuttings","Torba","East Vanualava","number",20
2025,"Food Security","Island Cabbage Cuttings","Torba","West Vanualava","number",20
2025,"Food Security","Island Cabbage Cuttings","Torba","Mota","number",20
2025,"Food Security","Island Cabbage Cuttings","Torba","East Gaua","number",20
2025,"Food Security","Island Cabbage Cuttings","Torba","West Gaua","number",20
2025,"Food Security","Island Cabbage Cuttings","Torba","Merelava","number",20
2025,"Food Security","Island Cabbage Cuttings","Sanma","Luganville","number",20
2025,"Food Security","Island Cabbage Cuttings","Sanma","North West Santo","number",20
2025,"Food Security","Island Cabbage Cuttings","Sanma","Big Bay Coast","number",20
2025,"Food Security","Island Cabbage Cuttings","Sanma","Big Bay Inland","number",20
2025,"Food Security","Island Cabbage Cuttings","Sanma","West Santo","number",20
2025,"Food Security","Island Cabbage Cuttings","Sanma","South Santo 1","number",20
2025,"Food Security","Island Cabbage Cuttings","Sanma","South Santo 2","number",20
2025,"Food Security","Island Cabbage Cuttings","Sanma","East Santo","number",20
2025,"Food Security","Island Cabbage Cuttings","Sanma","South East Santo","number",20
2025,"Food Security","Island Cabbage Cuttings","Sanma","Canal Fanafo","number",20
2025,"Food Security","Island Cabbage Cuttings","Sanma","West Malo","number",20
2025,"Food Security","Island Cabbage Cuttings","Sanma","East Malo","number",20
2025,"Food Security","Island Cabbage Cuttings","Penama","West Ambae","number",20
2025,"Food Security","Island Cabbage Cuttings","Penama","North Ambae","number",20
2025,"Food Security","Island Cabbage Cuttings","Penama","East Ambae","number",20
2025,"Food Security","Island Cabbage Cuttings","Penama","South Ambae","number",20
2025,"Food Security","Island Cabbage Cuttings","Penama","North Maewo","number",20
2025,"Food Security","Island Cabbage Cuttings","Penama","South Maewo","number",20
2025,"Food Security","Island Cabbage Cuttings","Penama","North Pentecost","number",20
2025,"Food Security","Island Cabbage Cuttings","Penama","Central Pentecost 1","number",20
2025,"Food Security","Island Cabbage Cuttings","Penama","Central Pentecost 2","number",20
2025,"Food Security","Island Cabbage Cuttings","Penama","South Pentecost","number",20
2025,"Food Security","Island Cabbage Cuttings","Malampa","North West Malekula","number",20
2025,"Food Security","Island Cabbage Cuttings","Malampa","North East Malekula","number",20
2025,"Food Security","Island Cabbage Cuttings","Malampa","Central Malekula","number",20
2025,"Food Security","Island Cabbage Cuttings","Malampa","South West Malekula","number",20
2025,"Food Security","Island Cabbage Cuttings","Malampa","South East Malekula","number",20
2025,"Food Security","Island Cabbage Cuttings","Malampa","South Malekula","number",20
2025,"Food Security","Island Cabbage Cuttings","Malampa","North Ambrym","number",20
2025,"Food Security","Island Cabbage Cuttings","Malampa","West Ambrym","number",20
2025,"Food Security","Island Cabbage Cuttings","Malampa","South East Ambrym","number",20
2025,"Food Security","Island Cabbage Cuttings","Malampa","Paama","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Port Vila","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Vermali","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Vermaul","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Varisu","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","South Epi","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","North Tongoa","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Makimae","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Tongariki","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Nguna","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Emau","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Malorua","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","North Efate","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Mele","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Tanvasoko","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Ifira","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Pango","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Erakor","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Eratap","number",20
2025,"Food Security","Island Cabbage Cuttings","Shefa","Eton","number",20
2025,"Food Security","Island Cabbage Cuttings","Tafea","North Erromango","number",20
2025,"Food Security","Island Cabbage Cuttings","Tafea","South Erromango","number",20
2025,"Food Security","Island Cabbage Cuttings","Tafea","Aniwa","number",20
2025,"Food Security","Island Cabbage Cuttings","Tafea","North Tanna","number",20
2025,"Food Security","Island Cabbage Cuttings","Tafea","West Tanna","number",20
2025,"Food Security","Island Cabbage Cuttings","Tafea","Middle Bush Tanna","number",20
2025,"Food Security","Island Cabbage Cuttings","Tafea","South West Tanna","number",20
2025,"Food Security","Island Cabbage Cuttings","Tafea","Whitesands","number",20
2025,"Food Security","Island Cabbage Cuttings","Tafea","South Tanna","number",20
2025,"Food Security","Island Cabbage Cuttings","Tafea","Futuna","number",20
2025,"Food Security","Island Cabbage Cuttings","Tafea","Aneityum","number",20
2025,"Food Security","Taro Seedlings","Torba","Torres","number",40
2025,"Food Security","Taro Seedlings","Torba","Ureparapara","number",40
2025,"Food Security","Taro Seedlings","Torba","Motalava","number",40
2025,"Food Security","Taro Seedlings","Torba","East Vanualava","number",40
2025,"Food Security","Taro Seedlings","Torba","West Vanualava","number",40
2025,"Food Security","Taro Seedlings","Torba","Mota","number",40
2025,"Food Security","Taro Seedlings","Torba","East Gaua","number",40
2025,"Food Security","Taro Seedlings","Torba","West Gaua","number",40
2025,"Food Security","Taro Seedlings","Torba","Merelava","number",40
2025,"Food Security","Taro Seedlings","Sanma","Luganville","number",40
2025,"Food Security","Taro Seedlings","Sanma","North West Santo","number",40
2025,"Food Security","Taro Seedlings","Sanma","Big Bay Coast","number",40
2025,"Food Security","Taro Seedlings","Sanma","Big Bay Inland","number",40
2025,"Food Security","Taro Seedlings","Sanma","West Santo","number",40
2025,"Food Security","Taro Seedlings","Sanma","South Santo 1","number",40
2025,"Food Security","Taro Seedlings","Sanma","South Santo 2","number",40
2025,"Food Security","Taro Seedlings","Sanma","East Santo","number",40
2025,"Food Security","Taro Seedlings","Sanma","South East Santo","number",40
2025,"Food Security","Taro Seedlings","Sanma","Canal Fanafo","number",40
2025,"Food Security","Taro Seedlings","Sanma","West Malo","number",40
2025,"Food Security","Taro Seedlings","Sanma","East Malo","number",40
2025,"Food Security","Taro Seedlings","Penama","West Ambae","number",40
2025,"Food Security","Taro Seedlings","Penama","North Ambae","number",40
2025,"Food Security","Taro Seedlings","Penama","East Ambae","number",40
2025,"Food Security","Taro Seedlings","Penama","South Ambae","number",40
2025,"Food Security","Taro Seedlings","Penama","North Maewo","number",40
2025,"Food Security","Taro Seedlings","Penama","South Maewo","number",40
2025,"Food Security","Taro Seedlings","Penama","North Pentecost","number",40
2025,"Food Security","Taro Seedlings","Penama","Central Pentecost 1","number",40
2025,"Food Security","Taro Seedlings","Penama","Central Pentecost 2","number",40
2025,"Food Security","Taro Seedlings","Penama","South Pentecost","number",40
2025,"Food Security","Taro Seedlings","Malampa","North West Malekula","number",40
2025,"Food Security","Taro Seedlings","Malampa","North East Malekula","number",40
2025,"Food Security","Taro Seedlings","Malampa","Central Malekula","number",40
2025,"Food Security","Taro Seedlings","Malampa","South West Malekula","number",40
2025,"Food Security","Taro Seedlings","Malampa","South East Malekula","number",40
2025,"Food Security","Taro Seedlings","Malampa","South Malekula","number",40
2025,"Food Security","Taro Seedlings","Malampa","North Ambrym","number",40
2025,"Food Security","Taro Seedlings","Malampa","West Ambrym","number",40
2025,"Food Security","Taro Seedlings","Malampa","South East Ambrym","number",40
2025,"Food Security","Taro Seedlings","Malampa","Paama","number",40
2025,"Food Security","Taro Seedlings","Shefa","Port Vila","number",40
2025,"Food Security","Taro Seedlings","Shefa","Vermali","number",40
2025,"Food Security","Taro Seedlings","Shefa","Vermaul","number",40
2025,"Food Security","Taro Seedlings","Shefa","Varisu","number",40
2025,"Food Security","Taro Seedlings","Shefa","South Epi","number",40
2025,"Food Security","Taro Seedlings","Shefa","North Tongoa","number",40
2025,"Food Security","Taro Seedlings","Shefa","Makimae","number",40
2025,"Food Security","Taro Seedlings","Shefa","Tongariki","number",40
2025,"Food Security","Taro Seedlings","Shefa","Nguna","number",40
2025,"Food Security","Taro Seedlings","Shefa","Emau","number",40
2025,"Food Security","Taro Seedlings","Shefa","Malorua","number",40
2025,"Food Security","Taro Seedlings","Shefa","North Efate","number",40
2025,"Food Security","Taro Seedlings","Shefa","Mele","number",40
2025,"Food Security","Taro Seedlings","Shefa","Tanvasoko","number",40
2025,"Food Security","Taro Seedlings","Shefa","Ifira","number",40
2025,"Food Security","Taro Seedlings","Shefa","Pango","number",40
2025,"Food Security","Taro Seedlings","Shefa","Erakor","number",40
2025,"Food Security","Taro Seedlings","Shefa","Eratap","number",40
2025,"Food Security","Taro Seedlings","Shefa","Eton","number",40
2025,"Food Security","Taro Seedlings","Tafea","North Erromango","number",40
2025,"Food Security","Taro Seedlings","Tafea","South Erromango","number",40
2025,"Food Security","Taro Seedlings","Tafea","Aniwa","number",40
2025,"Food Security","Taro Seedlings","Tafea","North Tanna","number",40
2025,"Food Security","Taro Seedlings","Tafea","West Tanna","number",40
2025,"Food Security","Taro Seedlings","Tafea","Middle Bush Tanna","number",40
2025,"Food Security","Taro Seedlings","Tafea","South West Tanna","number",40
2025,"Food Security","Taro Seedlings","Tafea","Whitesands","number",40
2025,"Food Security","Taro Seedlings","Tafea","South Tanna","number",40
2025,"Food Security","Taro Seedlings","Tafea","Futuna","number",40
2025,"Food Security","Taro Seedlings","Tafea","Aneityum","number",40
2025,"Food Security","Kumala Cuttings","Torba","Torres","number",100
2025,"Food Security","Kumala Cuttings","Torba","Ureparapara","number",100
2025,"Food Security","Kumala Cuttings","Torba","Motalava","number",100
2025,"Food Security","Kumala Cuttings","Torba","East Vanualava","number",100
2025,"Food Security","Kumala Cuttings","Torba","West Vanualava","number",100
2025,"Food Security","Kumala Cuttings","Torba","Mota","number",100
2025,"Food Security","Kumala Cuttings","Torba","East Gaua","number",100
2025,"Food Security","Kumala Cuttings","Torba","West Gaua","number",100
2025,"Food Security","Kumala Cuttings","Torba","Merelava","number",100
2025,"Food Security","Kumala Cuttings","Sanma","Luganville","number",100
2025,"Food Security","Kumala Cuttings","Sanma","North West Santo","number",100
2025,"Food Security","Kumala Cuttings","Sanma","Big Bay Coast","number",100
2025,"Food Security","Kumala Cuttings","Sanma","Big Bay Inland","number",100
2025,"Food Security","Kumala Cuttings","Sanma","West Santo","number",100
2025,"Food Security","Kumala Cuttings","Sanma","South Santo 1","number",100
2025,"Food Security","Kumala Cuttings","Sanma","South Santo 2","number",100
2025,"Food Security","Kumala Cuttings","Sanma","East Santo","number",100
2025,"Food Security","Kumala Cuttings","Sanma","South East Santo","number",100
2025,"Food Security","Kumala Cuttings","Sanma","Canal Fanafo","number",100
2025,"Food Security","Kumala Cuttings","Sanma","West Malo","number",100
2025,"Food Security","Kumala Cuttings","Sanma","East Malo","number",100
2025,"Food Security","Kumala Cuttings","Penama","West Ambae","number",100
2025,"Food Security","Kumala Cuttings","Penama","North Ambae","number",100
2025,"Food Security","Kumala Cuttings","Penama","East Ambae","number",100
2025,"Food Security","Kumala Cuttings","Penama","South Ambae","number",100
2025,"Food Security","Kumala Cuttings","Penama","North Maewo","number",100
2025,"Food Security","Kumala Cuttings","Penama","South Maewo","number",100
2025,"Food Security","Kumala Cuttings","Penama","North Pentecost","number",100
2025,"Food Security","Kumala Cuttings","Penama","Central Pentecost 1","number",100
2025,"Food Security","Kumala Cuttings","Penama","Central Pentecost 2","number",100
2025,"Food Security","Kumala Cuttings","Penama","South Pentecost","number",100
2025,"Food Security","Kumala Cuttings","Malampa","North West Malekula","number",100
2025,"Food Security","Kumala Cuttings","Malampa","North East Malekula","number",100
2025,"Food Security","Kumala Cuttings","Malampa","Central Malekula","number",100
2025,"Food Security","Kumala Cuttings","Malampa","South West Malekula","number",100
2025,"Food Security","Kumala Cuttings","Malampa","South East Malekula","number",100
2025,"Food Security","Kumala Cuttings","Malampa","South Malekula","number",100
2025,"Food Security","Kumala Cuttings","Malampa","North Ambrym","number",100
2025,"Food Security","Kumala Cuttings","Malampa","West Ambrym","number",100
2025,"Food Security","Kumala Cuttings","Malampa","South East Ambrym","number",100
2025,"Food Security","Kumala Cuttings","Malampa","Paama","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Port Vila","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Vermali","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Vermaul","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Varisu","number",100
2025,"Food Security","Kumala Cuttings","Shefa","South Epi","number",100
2025,"Food Security","Kumala Cuttings","Shefa","North Tongoa","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Makimae","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Tongariki","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Nguna","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Emau","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Malorua","number",100
2025,"Food Security","Kumala Cuttings","Shefa","North Efate","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Mele","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Tanvasoko","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Ifira","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Pango","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Erakor","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Eratap","number",100
2025,"Food Security","Kumala Cuttings","Shefa","Eton","number",100
2025,"Food Security","Kumala Cuttings","Tafea","North Erromango","number",100
2025,"Food Security","Kumala Cuttings","Tafea","South Erromango","number",100
2025,"Food Security","Kumala Cuttings","Tafea","Aniwa","number",100
2025,"Food Security","Kumala Cuttings","Tafea","North Tanna","number",100
2025,"Food Security","Kumala Cuttings","Tafea","West Tanna","number",100
2025,"Food Security","Kumala Cuttings","Tafea","Middle Bush Tanna","number",100
2025,"Food Security","Kumala Cuttings","Tafea","South West Tanna","number",100
2025,"Food Security","Kumala Cuttings","Tafea","Whitesands","number",100
2025,"Food Security","Kumala Cuttings","Tafea","South Tanna","number",100
2025,"Food Security","Kumala Cuttings","Tafea","Futuna","number",100
2025,"Food Security","Kumala Cuttings","Tafea","Aneityum","number",100
2025,"Food Security","Manioc Cuttings","Torba","Torres","number",50
2025,"Food Security","Manioc Cuttings","Torba","Ureparapara","number",50
2025,"Food Security","Manioc Cuttings","Torba","Motalava","number",50
2025,"Food Security","Manioc Cuttings","Torba","East Vanualava","number",50
2025,"Food Security","Manioc Cuttings","Torba","West Vanualava","number",50
2025,"Food Security","Manioc Cuttings","Torba","Mota","number",50
2025,"Food Security","Manioc Cuttings","Torba","East Gaua","number",50
2025,"Food Security","Manioc Cuttings","Torba","West Gaua","number",50
2025,"Food Security","Manioc Cuttings","Torba","Merelava","number",50
2025,"Food Security","Manioc Cuttings","Sanma","Luganville","number",50
2025,"Food Security","Manioc Cuttings","Sanma","North West Santo","number",50
2025,"Food Security","Manioc Cuttings","Sanma","Big Bay Coast","number",50
2025,"Food Security","Manioc Cuttings","Sanma","Big Bay Inland","number",50
2025,"Food Security","Manioc Cuttings","Sanma","West Santo","number",50
2025,"Food Security","Manioc Cuttings","Sanma","South Santo 1","number",50
2025,"Food Security","Manioc Cuttings","Sanma","South Santo 2","number",50
2025,"Food Security","Manioc Cuttings","Sanma","East Santo","number",50
2025,"Food Security","Manioc Cuttings","Sanma","South East Santo","number",50
2025,"Food Security","Manioc Cuttings","Sanma","Canal Fanafo","number",50
